O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Vidhan_Sabha_Name,Rank
10,Parmar Devangkumar Prabhudas,Independent,232,3,235,0.13,Gujarat-Mahesana -25,11.0
7,Thakor Kamleshbhai Nenaji,Independent,222,8,230,0.13,Gujarat-Mahesana -25,12.0
9,Taraben Rameshbhai Makwana,Independent,218,0,218,0.12,Gujarat-Mahesana -25,13.0
8,Thakor Pratapji Kadavaji,Independent,198,2,200,0.11,Gujarat-Mahesana -25,14.0
2,Sanjaysinh Vijaysinh Mahida,Bharatiya Janata Party,91453,447,91900,52.39,Gujarat-Mahudha -118,1.0
1,Indrajitsinh Natvarsinh Parmar,Indian National Congress,65824,387,66211,37.75,Gujarat-Mahudha -118,2.0
3,Ravjibhai Somabhai Vaghela,Aam Aadmi Party,11960,145,12105,6.9,Gujarat-Mahudha -118,3.0
8,Nota,None of the Above,2533,0,2533,1.44,Gujarat-Mahudha -118,4.0
7,Shekh Irshadmahammad Najirmohammad,Independent,1145,2,1147,0.65,Gujarat-Mahudha -118,5.0
6,Vajidhusen Abbasmiya Malek,Independent,800,0,800,0.46,Gujarat-Mahudha -118,6.0
4,Arifbhai Gulamnabi Vahora,Independent,382,2,384,0.22,Gujarat-Mahudha -118,7.0
5,Pujamiya Fakirmiya Malek,Independent,334,0,334,0.19,Gujarat-Mahudha -118,8.0
2,Mohanbhai Dhanjibhai Dhodiya,Bharatiya Janata Party,81143,240,81383,47.88,Gujarat-Mahuva -170,1.0
1,Garasiya Hemangini Dipakkumar,Indian National Congress,49598,277,49875,29.34,Gujarat-Mahuva -170,2.0
3,Kunjankumar Rameshchandra Patel,Aam Aadmi Party,34924,667,35591,20.94,Gujarat-Mahuva -170,3.0
4,Nota,None of the Above,3120,11,3131,1.84,Gujarat-Mahuva -170,4.0
2,Gohil Shivabhai Jerambhai,Bharatiya Janata Party,85977,486,86463,55.92,Gujarat-Mahuva -99,1.0
1,Dr. Kanubhai V. Kalsaria,Indian National Congress,55469,522,55991,36.22,Gujarat-Mahuva -99,2.0
3,Ashokbhai Mangalbhai Joliya,Aam Aadmi Party,5983,94,6077,3.93,Gujarat-Mahuva -99,3.0
11,Nota,None of the Above,2612,7,2619,1.69,Gujarat-Mahuva -99,4.0
10,Hojefa Ikbalbhai Hingora,Independent,1025,0,1025,0.66,Gujarat-Mahuva -99,5.0
9,Mahebubbhai Alarakhbhai Shekh,Independent,539,1,540,0.35,Gujarat-Mahuva -99,6.0
5,Sankhat Savjibhai Bhagvanbhai (Koli Savaram Sankhat),Vyavastha Parivartan Party,510,6,516,0.33,Gujarat-Mahuva -99,7.0
8,Nanjibhai Harasurbhai Baraiya (Nanjibhai Baraiya),Independent,404,2,406,0.26,Gujarat-Mahuva -99,8.0
4,Solanki Arvindbhai Nathabhai,Rashtriya Hind Ekta Dal,366,2,368,0.24,Gujarat-Mahuva -99,9.0
7,Gopalbhai Gabhabhai Joliya,Independent,358,0,358,0.23,Gujarat-Mahuva -99,10.0
6,Alimahamad Hanifbhai Halari,Independent,243,1,244,0.16,Gujarat-Mahuva -99,11.0
3,Harsh Ramesh Sanghvi,Bharatiya Janata Party,132978,357,133335,81.97,Gujarat-Majura -165,1.0
4,P V S Sarma,Aam Aadmi Party,16399,261,16660,10.24,Gujarat-Majura -165,2.0
1,Balwant Shantilal Jain,Indian National Congress,9410,37,9447,5.81,Gujarat-Majura -165,3.0
5,Nota,None of the Above,2297,18,2315,1.42,Gujarat-Majura -165,4.0
2,Rameshprasad Kashiram Chamar,Bahujan Samaj Party,902,2,904,0.56,Gujarat-Majura -165,5.0
1,Arvindbhai Jinabhai Ladani,Indian National Congress,64253,437,64690,42.14,Gujarat-Manavadar -85,1.0
2,Jawaharbhai Pethaljibhai Chavda,Bharatiya Janata Party,60675,562,61237,39.89,Gujarat-Manavadar -85,2.0
4,Karshan Parbat Bhadarka (Bapu),Aam Aadmi Party,22859,438,23297,15.18,Gujarat-Manavadar -85,3.0
8,Nota,None of the Above,1557,11,1568,1.02,Gujarat-Manavadar -85,4.0
3,Muchhadiya Devdanbhai Kanabhai,Bahujan Samaj Party,1343,27,1370,0.89,Gujarat-Manavadar -85,5.0
7,Rathod Bhavinkumar Shantilal,Independent,714,17,731,0.48,Gujarat-Manavadar -85,6.0
5,Karangiya Parbatbhai Bhayabhai,Independent,333,3,336,0.22,Gujarat-Manavadar -85,7.0
6,Mahesh Parmar,Independent,267,1,268,0.17,Gujarat-Manavadar -85,8.0
3,Kunvarjibhai Narsinhbhai Halpati,Bharatiya Janata Party,74202,300,74502,39.29,Gujarat-Mandvi -157,1.0
2,Anandbhai Mohanbhai Chaudhari,Indian National Congress,56074,319,56393,29.74,Gujarat-Mandvi -157,2.0
5,Saynaben Rustambhai Gamit,Aam Aadmi Party,48301,807,49108,25.9,Gujarat-Mandvi -157,3.0
8,Nota,None of the Above,2894,8,2902,1.53,Gujarat-Mandvi -157,4.0
1,Ashokbhai Chhotubhai Chaudhary,Bahujan Samaj Party,2290,2,2292,1.21,Gujarat-Mandvi -157,5.0
6,Chaudhari Pradipbhai Thagabhai,Independent,1720,0,1720,0.91,Gujarat-Mandvi -157,6.0
4,Bachubhai Gumanbhai Chaudhari,Bhartiya Tribal Party,1649,2,1651,0.87,Gujarat-Mandvi -157,7.0
7,Sureshkumar Jivanbhai Gamit,Independent,1034,0,1034,0.55,Gujarat-Mandvi -157,8.0
1,Aniruddha Bhailal Dave,Bharatiya Janata Party,89747,556,90303,53.3,Gujarat-Mandvi -2,1.0
3,Rajendrasinh A. Jadeja,Indian National Congress,41768,238,42006,24.79,Gujarat-Mandvi -2,2.0
4,Kailasdan K. Gadhvi,Aam Aadmi Party,22501,290,22791,13.45,Gujarat-Mandvi -2,3.0
5,Advocate Mahamadiqbal Manjaliya,All India Majlis-E-Ittehadul Muslimeen,8477,17,8494,5.01,Gujarat-Mandvi -2,4.0
9,Nota,None of the Above,2411,16,2427,1.43,Gujarat-Mandvi -2,5.0
2,Kishorbhai Dheda,Bahujan Samaj Party,1817,29,1846,1.09,Gujarat-Mandvi -2,6.0
7,Sameja Abdulkarim Amad,Independent,660,3,663,0.39,Gujarat-Mandvi -2,7.0
8,Sangar  Shivji Budhiya,Independent,517,0,517,0.31,Gujarat-Mandvi -2,8.0
6,Vachhiya Lakhmir Rabari,Praja Vijay Paksh,373,6,379,0.22,Gujarat-Mandvi -2,9.0
1,Ganpatsinh Vestabhai Vasava,Bharatiya Janata Party,93327,342,93669,55.69,Gujarat-Mangrol -156,1.0
5,Snehalkumar Ramsing Vasava,Aam Aadmi Party,41708,538,42246,25.12,Gujarat-Mangrol -156,2.0
2,Chaudhari Anilbhai Sumanbhai,Indian National Congress,26633,85,26718,15.89,Gujarat-Mangrol -156,3.0
6,Nota,None of the Above,3103,8,3111,1.85,Gujarat-Mangrol -156,4.0
3,Sahdev Vasava (Advocate),Bahujan Samaj Party,1260,1,1261,0.75,Gujarat-Mangrol -156,5.0
4,Vasava Subhashbhai Kanjibhai,Bhartiya Tribal Party,1180,2,1182,0.7,Gujarat-Mangrol -156,6.0
1,Kargatiya Bhagvanjibhai Lakhabhai,Bharatiya Janata Party,60518,378,60896,41.21,Gujarat-Mangrol -89,1.0
2,Babubhai Kalabhai Vaja,Indian National Congress,38227,168,38395,25.98,Gujarat-Mangrol -89,2.0
4,Piyush Parmar,Aam Aadmi Party,33727,587,34314,23.22,Gujarat-Mangrol -89,3.0
5,Sulemanbhai Mohmadbhai Patel,All India Majlis-E-Ittehadul Muslimeen,10754,35,10789,7.3,Gujarat-Mangrol -89,4.0
7,Nota,None of the Above,1751,9,1760,1.19,Gujarat-Mangrol -89,5.0
3,Hansaben Vijay Makadiya,Bahujan Samaj Party,941,6,947,0.64,Gujarat-Mangrol -89,6.0
6,Hamirbhai Lakhmanbhai Dhama,Independent,658,7,665,0.45,Gujarat-Mangrol -89,7.0
1,Amul Bhatt,Bharatiya Janata Party,112527,556,113083,73.28,Gujarat-Maninagar -53,1.0
2,C.M. Rajput,Indian National Congress,22226,129,22355,14.49,Gujarat-Maninagar -53,2.0
9,Vipulbhai Patel,Aam Aadmi Party,13980,204,14184,9.19,Gujarat-Maninagar -53,3.0
10,Nota,None of the Above,2638,22,2660,1.72,Gujarat-Maninagar -53,4.0
3,Solanki Hareshkumar Hiralal,Bahujan Samaj Party,715,8,723,0.47,Gujarat-Maninagar -53,5.0
5,Jigar Laxmanbhai Patel,Gunj Satya Ni Janata Party,605,0,605,0.39,Gujarat-Maninagar -53,6.0
8,Rajendrakumar Patel,Jan Sewa Driver Party,241,2,243,0.16,Gujarat-Maninagar -53,7.0
4,Ajay Rameshbhai Koshti,Jan Sangharsh Virat Party,202,4,206,0.13,Gujarat-Maninagar -53,8.0
6,Bhatt Sunilkumar Narendrabhai,Right to Recall Party,119,9,128,0.08,Gujarat-Maninagar -53,9.0
7,Mevada Dhaval Maheshbhai,All India Hindustan Congress Party,118,1,119,0.08,Gujarat-Maninagar -53,10.0
3,Yogeshbhai Narandas Patel,Bharatiya Janata Party,119459,674,120133,75.85,Gujarat-Manjalpur -145,1.0
1,Dr.Tashveen Singh,Indian National Congress,19208,171,19379,12.24,Gujarat-Manjalpur -145,2.0
5,Chauhan Vinay Subhash (Fouji),Aam Aadmi Party,10410,611,11021,6.96,Gujarat-Manjalpur -145,3.0
9,Nota,None of the Above,3210,24,3234,2.04,Gujarat-Manjalpur -145,4.0
2,Bharat Rohit (Baba),Bahujan Samaj Party,2223,17,2240,1.41,Gujarat-Manjalpur -145,5.0
4,Chetan Arunbhai Pandit,Akhil Bharat Hindu Mahasabha,843,2,845,0.53,Gujarat-Manjalpur -145,6.0
7,Prakashbhai Somabhai Patel,Rashtriya Samaj Paksha,635,0,635,0.4,Gujarat-Manjalpur -145,7.0
8,Piyush Patel,Independent,464,3,467,0.29,Gujarat-Manjalpur -145,8.0
6,Tribhuvan Bhila Patil,Bhartiya Jan Parishad,409,12,421,0.27,Gujarat-Manjalpur -145,9.0
1,Jayantibhai Somabhai Patel (J.S. Patel),Bharatiya Janata Party,97708,436,98144,59.29,Gujarat-Mansa -37,1.0
3,Babusinhji Mohansinhji Thakor,Indian National Congress,58460,418,58878,35.57,Gujarat-Mansa -37,2.0
5,Bhaskarbhai Babubhai Patel,Aam Aadmi Party,2778,187,2965,1.79,Gujarat-Mansa -37,3.0
11,Nota,None of the Above,2225,7,2232,1.35,Gujarat-Mansa -37,4.0
2,Nareshbhai Muljibhai Parmar,Bahujan Samaj Party,987,3,990,0.6,Gujarat-Mansa -37,5.0
9,Bharatkumar Amaraji Thakor,Independent,669,0,669,0.4,Gujarat-Mansa -37,6.0
10,Mahipalsinh Rajendrasinh Vaghela,Independent,523,2,525,0.32,Gujarat-Mansa -37,7.0
4,Chavda Rajendrakumar Gandaji,Rashtriya Hind Ekta Dal,510,0,510,0.31,Gujarat-Mansa -37,8.0
8,Thakor Aswinbhai Talaji,Independent,331,0,331,0.2,Gujarat-Mansa -37,9.0
7,Arvindji Jivanji Thakor,Independent,164,4,168,0.1,Gujarat-Mansa -37,10.0
6,Rahul Ramaaniwas Mishra,National Youth Party,125,0,125,0.08,Gujarat-Mansa -37,11.0
1,Kalpeshbhai Ashabhai Parmar,Bharatiya Janata Party,83851,444,84295,47.45,Gujarat-Matar -115,1.0
2,Sanjaybhai Haribhai Patel,Indian National Congress,67827,617,68444,38.53,Gujarat-Matar -115,2.0
6,Chauhan Mahipatsinh Kesarisinh,Independent,17552,122,17674,9.95,Gujarat-Matar -115,3.0
8,Nota,None of the Above,2773,4,2777,1.56,Gujarat-Matar -115,4.0
4,Laljibhai Melabhai Parmar,Aam Aadmi Party,1470,84,1554,0.87,Gujarat-Matar -115,5.0
3,Bamba Togabhai Punambhai,Gujarat Nav Nirman Sena,1382,9,1391,0.78,Gujarat-Matar -115,6.0
7,Rajeshbhai Dashrathbhai Raval,Independent,1043,2,1045,0.59,Gujarat-Matar -115,7.0
5,Aayshabanu Aabidhusen Malek,Independent,464,3,467,0.26,Gujarat-Matar -115,8.0
1,Arjunsinh Udesinh Chauhan,Bharatiya Janata Party,108185,356,108541,59.54,Gujarat-Mehmedabad -117,1.0
2,Juvansinh Gandabhai Chauhan,Indian National Congress,62666,271,62937,34.52,Gujarat-Mehmedabad -117,2.0
3,Pramodbhai Somabhai Chauhan,Aam Aadmi Party,4257,106,4363,2.39,Gujarat-Mehmedabad -117,3.0
7,Nota,None of the Above,3529,6,3535,1.94,Gujarat-Mehmedabad -117,4.0
6,Pravinsinh Ratansinh Chauhan,Independent,1232,1,1233,0.68,Gujarat-Mehmedabad -117,5.0
4,Patel Bhavikkumar Vajendrakumar,Independent,1210,6,1216,0.67,Gujarat-Mehmedabad -117,6.0
5,Punambhai Mohanbhai Chauhan,Independent,473,2,475,0.26,Gujarat-Mehmedabad -117,7.0
3,Bhikhusinhji Chatursinhji Parmar,Bharatiya Janata Party,97523,952,98475,53.02,Gujarat-Modasa -31,1.0
1,Thakor Rajendrasinh Shivsinh,Indian National Congress,62982,705,63687,34.29,Gujarat-Modasa -31,2.0
6,"Professor, Rajendrasinh Himmatsinh Parmar",Aam Aadmi Party,14102,669,14771,7.95,Gujarat-Modasa -31,3.0
13,Nota,None of the Above,2576,9,2585,1.39,Gujarat-Modasa -31,4.0
11,Rahulkumar Kacharabhai Solanki,Independent,1834,9,1843,0.99,Gujarat-Modasa -31,5.0
2,Dahyabhai Ramabhai Jadav,Communist Party of India  (Marxist),1043,1,1044,0.56,Gujarat-Modasa -31,6.0
4,Patala Ashokbhai Sukhabhai,Insaniyat Party,993,0,993,0.53,Gujarat-Modasa -31,7.0
12,Vaghela Dhanjibhai Hirabhai,Independent,703,0,703,0.38,Gujarat-Modasa -31,8.0
5,Patel Pravinbhai Karsanbhai,Rashtriya Jankranti Party,561,3,564,0.3,Gujarat-Modasa -31,9.0
10,Mahamad Hanifbhai Ahemadbhai Patel,Independent,461,4,465,0.25,Gujarat-Modasa -31,10.0
7,Natvarbhai Maganbhai Parmar,Independent,256,1,257,0.14,Gujarat-Modasa -31,11.0
9,Bakroliya Mohamadadnan Abdulmajidbhai,Independent,180,0,180,0.1,Gujarat-Modasa -31,12.0
8,Ninama Hardikkumar Virjibhai,Independent,176,2,178,0.1,Gujarat-Modasa -31,13.0
1,Amrutiya Kantilal Shivlal,Bharatiya Janata Party,113701,837,114538,59.21,Gujarat-Morbi -65,1.0
3,Patel Jayantilal Jerajbhai,Indian National Congress,52121,338,52459,27.12,Gujarat-Morbi -65,2.0
4,Pankaj Kantilal Ransariya,Aam Aadmi Party,17261,283,17544,9.07,Gujarat-Morbi -65,3.0
16,Siraj Amirali Popatiya,Independent,2243,1,2244,1.16,Gujarat-Morbi -65,4.0
17,Hasan Alubhai Movar,Independent,1439,0,1439,0.74,Gujarat-Morbi -65,5.0
18,Nota,None of the Above,1155,21,1176,0.61,Gujarat-Morbi -65,6.0
2,Kasambhai Hajibhai Sumara,Bahujan Samaj Party,1035,8,1043,0.54,Gujarat-Morbi -65,7.0
14,Vivek Jayantilal Mirani Alias(Bablubhai),Independent,510,0,510,0.26,Gujarat-Morbi -65,8.0
7,Ekbalbhai Hushenbhai Katiya,Independent,459,0,459,0.24,Gujarat-Morbi -65,9.0
15,Shahmadar Daudsha Rahemansha,Independent,425,0,425,0.22,Gujarat-Morbi -65,10.0
5,Ashvinkumar Haribhai Tundiya,Independent,274,6,280,0.14,Gujarat-Morbi -65,11.0
13,Madhu Nirupaben Natavarlal,Independent,277,2,279,0.14,Gujarat-Morbi -65,12.0
8,Gulam Hanifbhai Movar,Independent,235,0,235,0.12,Gujarat-Morbi -65,13.0
6,Arifkhan Mahmadhusen Khoram,Independent,192,3,195,0.1,Gujarat-Morbi -65,14.0
11,Jeda Akbar Husen,Independent,174,4,178,0.09,Gujarat-Morbi -65,15.0
10,Jadav Maheshbhai Dhanjibhai,Independent,164,2,166,0.09,Gujarat-Morbi -65,16.0
12,Balvantbhai Nathubhai Shekhva,Independent,164,2,166,0.09,Gujarat-Morbi -65,16.0
9,Gopal Vinubhai Sitapara,Independent,113,1,114,0.06,Gujarat-Morbi -65,18.0
2,Suthar Nimishaben Manharsinh,Bharatiya Janata Party,81239,658,81897,57.88,Gujarat-Morva Hadaf -125,1.0
3,Bhanabhai Mansukhbhai Damor,Aam Aadmi Party,32286,734,33020,23.34,Gujarat-Morva Hadaf -125,2.0
